PmtId,InstrId,EndToEndId,TxId,IntrBkSttlmAmt,Ccy,IntrBkSttlmDt,DebtorName,DebtorAccount,DebtorFinInstnId,ClrSysMmbId,PayeeName,PayeeAccount,PayeeFinInstnId,Purpose
PMT943153,IID082682,E2E452340,TX488408,9898.02,YER,2018-04-24T04:46:20Z,Latz,63041206734973532,LV04 LAFB PNPI X0UA BQM3 9,408,Mercie Trahar,6334907135821494,COBACNSXXXX,CXMRCH
PMT574199,IID136256,E2E199068,TX039121,1999.13,SEK,2012-11-07T23:01:37Z,Roombo,3573402617656409,LI71 2025 3JC3 VMFH 5TOL 2,275,Hervey Fletcher,3577480350163342,COBAHKHXXXX,CXBSNS
PMT264116,IID615101,E2E166973,TX298625,9859.43,BDT,2013-05-30T13:11:49Z,Midel,201424375752051,PL20 0685 2800 9257 6802 4423 0075,030,Ferrell Goldin,3553004997689127,COBAAEADXXX ,CXBSNS
PMT868576,IID087355,E2E611360,TX106953,9899.32,IDR,2009-01-10T21:39:22Z,Dabtype,3579444423790216,DO58 WTQL 6471 7785 0298 9837 3361,220,Darbie Gilliatt,6385035636054270,COBAAEADXXX ,CXPSNL
PMT379029,IID265558,E2E914049,TX029688,8899.32,IDR,2018-11-01T22:45:42Z,Plambee,4017959235716271,SA72 22Y2 Z9NV 0OGU WFZ6 KPQA,873,Ciro Balchen,6706318513202650102,COBASGSXXXX,CXPSNL
PMT584736,IID744172,E2E727643,TX421768,9989.33,IDR,2009-02-09T05:49:23Z,Eimbee,5602220772904760648,PT90 3322 6857 6309 5109 0253 3,722,Mair Dearle-Palser,3537005757854398,COBAAEADXXX ,CXPSNL
PMT071495,IID025791,E2E899445,TX454522,8999.74,EUR,2018-04-29T11:54:34Z,Vinte,5100149031858189,VG48 FAQW 7259 1007 8585 0941,128,Jaimie Ralphs,3584217425872528,COBAAEADXXX ,CXMRCH
PMT804858,IID226585,E2E593777,TX257240,9998.65,TND,2018-12-05T00:45:42Z,Riffpedia,201491219718192,FR30 3633 7961 39UH TV0T OMPT J84,036,Rena Maynard,3556911462794546,COBAAEADXXX ,CXSALA
PMT604651,IID896142,E2E649962,TX469934,7988.88,CNY,2013-08-20T13:10:11Z,Eare,3579071760108833,GI65 NVDZ RU3K Y5QM ZVTU 19X,212,Angelia Dumberrill,4917433697770722,COBACNSXXXX,CXBSNS
PMT668289,IID049859,E2E996568,TX121110,8998.31,MNT,2011-02-05T01:03:34Z,Twitterwire,5100138183074521,BE35 3668 3352 2769,787,Arel Bestiman,3550529157746575,COBAAEADXXX ,CXPSNL
PMT008050,IID536545,E2E130658,TX223490,9918.38,CNY,2015-09-28T12:34:08Z,Photolist,374288695844380,BH40 GIOE IY46 V16E VPZ8 BV,944,Marney Haddacks,5100136865368591,COBAAEADXXX ,CXBSNS
PMT338144,IID212231,E2E339807,TX519217,6876.73,EUR,2012-04-08T00:38:26Z,Miboo,3575344806067675,GT50 DJPG PBK0 A2RC SGYT MY6G OMRY,063,Agnella Brownstein,5602254744809389,COBAAEADXXX ,CXMRCH
PMT861941,IID408150,E2E564194,TX115153,8988.87,THB,2016-04-28T12:02:54Z,Vimbo,3547084616390645,MT96 ZRCX 9984 3DLL XM54 YJ0Y O5KH SD5,790,Babbette Teas,30559491586045,COBAAEADXXX ,CXPSNL
PMT455860,IID487038,E2E562154,TX417377,8888.58,PKR,2015-11-25T22:44:05Z,Voolith,3585349052254776,PS36 OBIP CUES NNAT A18V JMHG PP2F E,750,Corby Ball,3552981130395509,COBACNSXXXX,CXPSNL
PMT210033,IID193897,E2E414768,TX570251,9995.33,BWP,2013-10-26T21:22:25Z,Mudo,3579669608304777,LU71 849R RYJX A767 67QB,389,Kris Gerding,4026930649660693,COBAAEADXXX ,CXPSNL
PMT211755,IID673226,E2E655593,TX410835,8899.58,PEN,2009-04-19T12:39:15Z,Voonyx,3544885105768122,FR52 8921 0664 182O WHGH J1E2 S43,514,Kizzie Toothill,3541025753883534,COBAHKHXXXX,CXSALA
PMT487266,IID977741,E2E276359,TX671564,9899.68,CNY,2012-09-25T06:40:50Z,Dynabox,5018239822447697654,SK22 1827 0368 6862 5109 3840,224,Cazzie Cowup,3563898248352429,COBAAEADXXX ,CXPSNL
PMT141707,IID789803,E2E303267,TX404859,8887.95,PKR,2009-02-03T01:52:57Z,Eire,5602222276792885,CH24 0081 5MQB KTWE GICR M,778,Wendeline Durtnal,3565388760525139,COBASGSXXXX,CXSALA
PMT193641,IID007028,E2E137357,TX769348,6957.38,BAM,2013-05-06T20:56:37Z,Dynabox,3584078089668929,GB59 DBWU 3569 0122 9901 58,310,Joell Archbould,4508895511347710,COBACNSXXXX,CXPSNL
PMT087377,IID432817,E2E337191,TX859645,9986.15,CZK,2010-03-28T17:09:41Z,Zoomzone,5602243455449949,MK78 883H 4KIB PHQ6 B40,993,Valli Quested,3569426516647785,COBAAEADXXX ,CXBSNS
PMT866624,IID011624,E2E652122,TX789266,7997.57,PHP,2018-10-19T04:49:40Z,Riffwire,630460247218283608,PS72 AHAW JIFM RMPR MD93 G0AE BD1Y 5,408,Rosemonde Boler,3551409561903303,COBAHKHXXXX,CXPSNL
PMT896202,IID085493,E2E211424,TX678605,6869.45,SEK,2016-08-22T23:03:12Z,Topicshots,3540825702328635,FR02 4573 5353 54LT XBWA U8KD 535,501,Marlyn Gleader,30551265717740,COBASGSXXXX,CXPSNL
PMT502469,IID006678,E2E396266,TX327168,9799.54,IDR,2016-04-22T17:52:41Z,Photolist,3586556242740824,FO39 1385 0558 7426 88,181,Lianna Ogilby,5010123365687539,COBASGSXXXX,CXPSNL
PMT451014,IID343156,E2E603868,TX722481,8989.63,ZAR,2015-02-09T14:48:44Z,Yodel,5018565418370699,CR83 9626 9548 2547 2504 9,425,Gayle Berr,3552697863853742,COBAAEADXXX ,CXMRCH
PMT650521,IID394585,E2E558985,TX389215,8998.07,IDR,2012-08-20T19:33:20Z,Feedspan,5602214276195436031,PK48 GFQI RDZP H9OX 3NAC HPXE,758,Damien Kynder,4405359352835279,COBACNSXXXX,CXPSNL
PMT060502,IID253537,E2E758370,TX209295,6988.75,UAH,2010-09-25T16:56:30Z,Dabtype,4026051590800996,CH98 7809 4G9A ESJT 8MFB D,230,Jaime Cossons,5537280604469030,COBAAEADXXX ,CXPSNL
PMT028335,IID304969,E2E273816,TX005060,9289.10,UAH,2015-03-22T19:11:45Z,Wordify,6304818399353163890,AL44 0955 2030 KREM WDFL VOPE VBCG,142,Nolie Deport,56022459820940207,COBACNSXXXX,CXSALA
PMT351396,IID036027,E2E317847,TX668126,9979.26,GTQ,2009-08-28T00:17:02Z,Linklinks,6397400231261991,HR23 9189 8057 6021 5499 1,512,Koralle Pheasey,3556883536985105,COBACNSXXXX,CXPSNL
PMT716292,IID151236,E2E597161,TX746021,9898.25,EUR,2011-09-04T05:10:06Z,Yodoo,3530011717730782,GB55 GWIK 7118 0762 2850 35,086,Catina Boyford,3584712185040258,COBAHKHXXXX,CXPSNL
PMT897928,IID929218,E2E007239,TX873528,9979.25,CNY,2010-09-19T23:07:53Z,Zoonder,3542927734103768,CH29 3634 8KVW 6KFB ZNR9 1,245,Vail Hayford,5007666473402527,COBACNSXXXX,CXSALA
PMT162157,IID636241,E2E328789,TX795912,8599.81,THB,2010-11-24T11:42:46Z,Jaloo,3548290506716604,PK05 YCIH 7AMS MEKZ NPO0 JMRM,531,Gavan Balnave,5434324350795711,COBACNSXXXX,CXPSNL
PMT748756,IID614927,E2E577285,TX126423,9999.98,PLN,2016-03-12T12:32:47Z,Quatz,4041598641899071,LB18 5913 QX5A ONNL Z9VB LJ35 1XOU,166,Broddie Kitcher,3548149249035286,COBAAEADXXX ,CXPSNL
PMT087060,IID906624,E2E520986,TX768094,9998.87,CNY,2017-01-21T18:19:19Z,Gevee,3586449981334464,BE47 1308 0226 2724,027,Kylie Cope,30122260941394,COBACNSXXXX,CXPSNL
PMT540944,IID706207,E2E550305,TX875070,9979.31,BRL,2018-01-31T18:04:32Z,Twitterbeat,4041590054186088,SI45 8525 3432 7357 123,375,Bunni Scullard,3579253377704580,COBAHKHXXXX,CXPSNL
PMT622385,IID571526,E2E916416,TX441174,9688.42,RUB,2016-09-30T20:48:32Z,Wordware,3562077822201234,CZ92 2924 6062 9269 7477 7863,982,Sydney Stanex,5100130865687423,COBASGSXXXX,CXPSNL
PMT353480,IID790571,E2E470524,TX081728,8989.86,BRL,2015-07-19T23:51:37Z,Babblestorm,5641828493405542161,GB69 HKEB 7467 9600 7199 61,404,Mart De Blase,201523377886773,COBASGSXXXX,CXMRCH
PMT885271,IID212443,E2E556505,TX148568,6999.07,NGN,2014-03-24T14:17:25Z,Kwimbee,676723187356635969,SE28 2048 9066 0629 8414 0221,224,Marcy Buxcey,5002358714199535,COBAAEADXXX ,CXPSNL
PMT260167,IID734039,E2E670248,TX081982,7499.36,VND,2013-01-07T03:26:17Z,Youfeed,3532005676616212,PL38 2741 1569 5344 8769 2639 0577,602,Javier Lambourn,3556444365485806,COBAAEADXXX ,CXBSNS
PMT075367,IID202864,E2E389378,TX811065,9897.57,CNY,2018-01-14T16:41:57Z,Rhyzio,4844932250914211,ME68 2642 4698 0721 6405 45,095,Corrie Crake,3557553247344723,COBAAEADXXX ,CXMRCH
PMT613191,IID165452,E2E295427,TX397925,7999.18,CNY,2015-03-23T07:05:21Z,Tagtune,6382270190571814,HU91 0062 3092 2147 3600 2568 2043,189,Jodi Danaher,6761991590111959625,COBASGSXXXX,CXPSNL
PMT095793,IID277650,E2E942557,TX860499,7458.95,YER,2012-09-12T17:02:17Z,Realmix,6387332030052515,HR41 2583 5642 3103 1465 1,408,Almeria Stanyer,060435783128739836,COBAHKHXXXX,CXPSNL
PMT922879,IID235942,E2E076963,TX800215,8959.55,CNY,2014-12-28T22:49:47Z,Abatz,5100141521988923,EE35 3416 1334 1702 9973,965,Antonie Clears,3547583913076658,COBAAEADXXX ,CXPSNL
PMT046552,IID875020,E2E979538,TX157128,9878.66,CNY,2015-03-19T21:48:23Z,Buzzster,630480763122571850,EE62 7303 4085 0404 4501,491,Christophe Boote,5602229856584541,COBACNSXXXX,CXPSNL
PMT761193,IID076260,E2E753553,TX517221,9998.59,YER,2017-09-06T07:30:11Z,Quimba,5602228801014549096,FR80 1284 4180 02GO HCYB 5AXQ Q05,499,Lowe Guly,3554472662042311,COBACNSXXXX,CXPSNL
PMT671650,IID871621,E2E603218,TX511370,9987.90,CNY,2012-11-12T22:32:12Z,Trupe,5435255688605751,IE92 VNXU 8514 9375 5755 90,925,Kathryne Pottie,50383919774796505,COBAAEADXXX ,CXBSNS
PMT439262,IID468585,E2E856872,TX137913,8598.63,PEN,2014-11-05T22:41:02Z,Flipstorm,5610914358173220,SK46 1065 0765 5094 9312 1450,948,Shannan Kindle,3544649715427812,COBAAEADXXX ,CXMRCH
PMT820925,IID340161,E2E404198,TX786424,9897.07,IDR,2017-04-24T09:47:31Z,Tambee,3543930946003452,PL82 1757 6796 6414 8784 6277 2981,999,Oralia Hundey,5602221690988673,COBACNSXXXX,CXBSNS
PMT696494,IID993034,E2E087197,TX069880,9967.35,RUB,2017-09-06T13:23:38Z,Skibox,4017959136806403,FR42 1529 1088 65BV BAQH OCSD Z63,998,Ezri Veronique,6771979712561989101,COBAAEADXXX ,CXPSNL
PMT025901,IID594512,E2E560382,TX206332,9889.75,EUR,2011-06-04T07:36:24Z,Tambee,633386222093121566,FR06 5067 7160 77UK HH3Z QTPC L60,579,Lorenza Cheak,30042305418903,COBACNSXXXX,CXPSNL
PMT701836,IID395428,E2E272508,TX771083,9999.85,EUR,2018-10-28T07:34:35Z,Twitterwire,6375726337211647,LU42 044X MLOG XM5C SF3J,457,Lani Gaven,3533076540583333,COBAAEADXXX ,CXPSNL
PMT441094,IID070728,E2E072291,TX478730,8989.82,JPY,2010-05-02T21:42:59Z,Topiclounge,3553269928776398,FR18 8278 3219 834R ECFT JEXN G16,964,Madonna Lawland,3529540775133516,COBAAEADXXX ,CXPSNL
PMT503637,IID645190,E2E196453,TX014673,9967.80,UAH,2014-04-04T23:33:40Z,Jatri,3554541732083032,CZ96 6652 8068 7317 7559 9396,850,Joye Merrett,6333739853359741,COBAAEADXXX ,CXPSNL
PMT101559,IID885973,E2E810848,TX113554,5599.53,CNY,2017-02-16T04:37:27Z,Voonte,5602226964581864,FR95 2155 4828 64O1 0X2T FOEJ Q83,873,Irita Boutellier,5298390277530601,COBACNSXXXX,CXPSNL
PMT727392,IID556605,E2E405114,TX723970,9988.61,IDR,2015-06-06T02:52:44Z,Babbleopia,5007666763558855,FR16 8050 9572 2523 UMEM 00WX K40,142,Brigitta Shorten,5610890740103309,COBAAEADXXX ,CXBSNS
PMT546777,IID779105,E2E867898,TX109929,8989.03,EUR,2017-02-27T06:51:39Z,Rhynoodle,3579508365874137,KZ90 232S URD8 FCL4 1KSN,836,Gustie MacKowle,560221599435626509,COBAHKHXXXX,CXMRCH
PMT557070,IID132815,E2E112652,TX882627,9899.85,IDR,2016-07-04T21:06:53Z,LiveZ,3577919517184808,SA53 496V DCWA 5FIP 7JSF TE58,055,Reynold Tasker,0604623813778510,COBAHKHXXXX,CXPSNL
PMT091141,IID317482,E2E050404,TX849992,8999.25,USD,2010-05-08T01:08:30Z,Voonte,30308584970074,PK58 WDFB SEGF ZQSE O2NP SMZR,845,Silvana Di Baudi,3573149183480462,COBAAEADXXX ,CXPSNL
PMT731257,IID691846,E2E634054,TX453266,9978.31,IDR,2017-04-01T19:44:58Z,Meevee,4917428268415319,GL66 1422 6283 5144 22,333,Royal Eakley,201555888761616,COBACNSXXXX,CXPSNL
PMT796507,IID895621,E2E263482,TX473507,9987.16,IRR,2012-05-08T16:09:26Z,Chatterpoint,3565540449582754,FR15 4797 9939 27KP W3BM QWYX Y78,341,Ellissa Garric,3545799166269194,COBASGSXXXX,CXBSNS
PMT217079,IID976276,E2E578207,TX261368,4978.32,SEK,2013-11-15T04:52:30Z,Eire,337941651437237,GE44 VG76 7806 0016 6708 15,614,Earlie McGinny,3543232767902148,COBACNSXXXX,CXPSNL
PMT594519,IID547168,E2E295315,TX715521,6899.81,EUR,2017-02-27T02:54:53Z,Abatz,3551072228637431,FR59 5610 3048 74VU 3KVV FO44 J16,189,Marcille Caseborne,5100146870759726,COBACNSXXXX,CXBSNS
PMT399059,IID159183,E2E868754,TX732779,8988.29,USD,2010-06-15T21:47:19Z,Feedbug,201523708453699,AT22 2970 9008 4091 4909,179,Damon St. Aubyn,3549985230908588,COBAAEADXXX ,CXMRCH
PMT733488,IID691085,E2E326791,TX252874,6994.87,MYR,2014-10-16T04:21:24Z,Midel,633411114533919189,AE94 1164 8739 0423 8183 440,863,Gavin Bediss,30130912826673,COBAAEADXXX ,CXBSNS
PMT659688,IID824643,E2E358675,TX612428,9939.70,CNY,2015-03-15T12:09:26Z,Aimbo,5602241199656746,GB07 OBSH 7008 5295 8144 81,777,Cicely McGuffie,30171541142777,COBASGSXXXX,CXBSNS
PMT705669,IID006667,E2E748227,TX094212,9787.94,NGN,2016-12-30T21:29:17Z,Dabshots,3534197890891966,FR77 2645 1734 36HG ESEB T1HB B48,073,Hubey Wathell,3574050544962884,COBACNSXXXX,CXPSNL
PMT379419,IID929553,E2E570360,TX513563,9899.88,CNY,2013-05-15T08:08:03Z,Blogpad,633334551065181866,NO14 3118 8423 077,515,Avram Spoward,3577717990859700,COBAAEADXXX ,CXBSNS
PMT369902,IID011288,E2E848166,TX514157,9888.21,PLN,2010-06-03T21:10:00Z,Avaveo,6376009128847385,DE79 4125 1759 6932 4786 04,512,Temple Brager,5641821608217389,COBAAEADXXX ,CXMRCH
PMT074502,IID865126,E2E378552,TX470807,9979.77,COP,2010-06-11T06:25:49Z,Digitube,372301286117926,GB78 MEHJ 8958 6718 3813 15,145,Shelley Goodspeed,491128301638559492,COBAAEADXXX ,CXMRCH
PMT692803,IID558762,E2E168507,TX420040,9889.06,EUR,2009-03-24T12:25:36Z,Babbleset,3528756085874554,HR78 7466 1870 1167 2138 9,890,Barn McCowen,3579458688414965,COBAAEADXXX ,CXMRCH
PMT161365,IID462358,E2E445919,TX447572,9999.14,BRL,2009-04-29T10:33:39Z,Zoomcast,3537456657932869,HU36 2013 0719 9389 0230 7855 0809,687,Gerty Rother,4913120621802929,COBAAEADXXX ,CXMRCH
PMT110979,IID306325,E2E363963,TX147876,9799.66,CNY,2016-04-27T22:43:26Z,Zoomzone,3561258757909089,TN67 6329 5232 9470 8559 6130,725,Anabal Mothersole,374622856280259,COBAAEADXXX ,CXBSNS
PMT706053,IID661972,E2E745036,TX088750,9659.59,PHP,2014-02-20T12:05:54Z,Browsezoom,3536932795359430,SM42 C632 4211 550O LDMB A8CU CBB,649,Carroll Hetterich,4508323234964612,COBACNSXXXX,CXPSNL
PMT458573,IID011462,E2E592765,TX730117,9897.22,CNY,2016-12-12T14:41:35Z,Centidel,3538592253703178,CY66 0871 7940 986L NYOD EL0T V2LZ,117,Codie Hegges,630483811689014140,COBAAEADXXX ,CXBSNS
PMT578743,IID216017,E2E539807,TX243680,9989.75,MXN,2013-09-06T01:33:10Z,Janyx,5602249369635515,FR96 3547 3403 794T CZQJ GCOY S45,228,Reggy McKeveney,6759284222178275907,COBAAEADXXX ,CXPSNL
PMT625982,IID098258,E2E172076,TX693058,6898.09,CNY,2013-12-25T14:57:59Z,Wordware,5492428442315724,GR60 4236 156E DVMW JI4B XWRB ZJA,246,Krispin Utterson,3560351567745461,COBACNSXXXX,CXPSNL
PMT203675,IID373577,E2E207827,TX963638,9879.40,IDR,2015-09-11T15:21:43Z,Avamm,3536263171824056,RS57 8490 5327 1992 3937 84,414,Lizzie Mirrlees,4917501028478080,COBACNSXXXX,CXPSNL
PMT553945,IID774287,E2E201067,TX139476,9989.58,CNY,2014-06-06T18:46:07Z,Trilia,3569484599307215,NL07 SADF 5577 9348 65,844,Deonne Welbeck,5359702678452407,COBACNSXXXX,CXBSNS
PMT874474,IID991010,E2E402820,TX282781,9989.98,PHP,2012-04-14T01:48:34Z,Jamia,3588198925421246,SA21 54AG RXLJ CXWI MKZ2 CW4L,532,Thoma Beedle,4175004279627247,COBAAEADXXX ,CXMRCH
PMT006707,IID866210,E2E262091,TX109220,7499.64,CNY,2011-07-07T02:34:28Z,Skibox,670944772982073671,RS75 6351 7565 7717 0539 25,518,Chloris Marnes,3556245628246665,COBAAEADXXX ,CXBSNS
PMT695786,IID176510,E2E196122,TX240930,9479.49,IDR,2013-03-15T02:14:16Z,Eamia,4917447280523884,PK60 XYTE KUEY DUOI 2P81 HAGI,026,Marice Delamere,3541261877487718,COBACNSXXXX,CXPSNL
PMT042841,IID780884,E2E679780,TX477378,9898.85,IDR,2009-04-07T00:50:07Z,Pixoboo,6375669128012396,FR02 6121 5762 06DQ 1K9P 8KEQ Z25,220,Austen MacDuff,3558282946835778,COBACNSXXXX,CXSALA
PMT687157,IID083101,E2E634217,TX787135,8879.96,CNY,2011-09-20T14:14:26Z,Dazzlesphere,3536404772722329,MC74 8117 3609 850O OJEX DB49 T85,062,Masha Trebilcock,201577679912588,COBAAEADXXX ,CXPSNL
PMT393111,IID789392,E2E876845,TX770043,8699.17,VEF,2011-10-03T02:45:06Z,DabZ,3569925097664762,GT17 T2YF XLSC 0NSY VWVH RGSO VXK3,274,Blondie Matignon,5100170179736201,COBAHKHXXXX,CXPSNL
PMT818094,IID592298,E2E631137,TX455226,8969.41,CNY,2009-02-20T17:41:11Z,Thoughtblab,3536033872447725,MK94 006J HH7R KVQ4 M79,097,Isahella Farndon,3574367618390085,COBACNSXXXX,CXMRCH
PMT057974,IID392620,E2E210305,TX060787,6799.90,USD,2010-11-19T15:34:45Z,Realmix,5002350162483123,EE16 3075 3447 6498 6854,055,Millard Sinderson,4911761580448884886,COBAAEADXXX ,CXSALA
PMT795241,IID191285,E2E946620,TX477818,9998.55,EUR,2016-09-01T20:42:05Z,Ntags,3580508284195702,PK74 YHRB SI5F 5ZMD VB7O HYQ8,829,Rorke Dow,4844456352890749,COBAAEADXXX ,CXSALA
PMT002422,IID263322,E2E819385,TX333637,9989.94,KES,2016-01-05T13:02:04Z,Devbug,0604640351684052287,FR48 5095 6126 85R7 ZGPG RUBI Y96,138,Mathian Orneblow,36856634359106,COBASGSXXXX,CXPSNL
PMT269812,IID512363,E2E344232,TX400212,5989.62,CRC,2013-07-06T05:38:13Z,Eazzy,3589550894507752,MC52 2808 1424 45RB DJ0T 2H0O D02,397,Starr Webland,3575634619473585,COBAAEADXXX ,CXSALA
PMT862823,IID908936,E2E606746,TX150533,8388.48,ZAR,2016-12-07T22:36:25Z,Flipbug,3566948407707371,FR36 3743 3214 45UU 9NAQ 3OMN 300,782,Rycca Altofts,3573447585444668,COBACNSXXXX,CXBSNS
PMT549239,IID104103,E2E113067,TX941078,9886.40,EUR,2014-01-03T19:52:38Z,Ntags,6706615248002616058,HU80 0040 1258 2692 5987 1686 3739,800,Katrine Grinnell,201835869200416,COBAAEADXXX ,CXMRCH
PMT215682,IID739830,E2E807791,TX117959,9959.64,RUB,2009-07-21T11:41:45Z,Chatterbridge,3528289900155538,FR07 5170 2249 44NA AVRB TYWK M26,816,Jamesy Springett,3555151851755599,COBAAEADXXX ,CXPSNL
PMT878535,IID086210,E2E535176,TX489932,8968.07,PHP,2009-05-29T08:25:21Z,Dazzlesphere,372301838034926,VG45 TSXY 5859 2616 2221 0672,322,Christiane Buchanan,201882602692210,COBACNSXXXX,CXPSNL
PMT825957,IID412801,E2E246267,TX846709,9796.90,CNY,2014-08-02T01:23:38Z,Rhynoodle,5002354202607725,FR22 7211 5202 63DX G3SJ 6ZDK 596,479,Jeanette Lucy,589328355536131019,COBAAEADXXX ,CXPSNL
PMT791667,IID868042,E2E817511,TX268998,9979.50,HRK,2010-04-30T04:12:40Z,Browsedrive,6331108495632463234,FR49 0874 1010 48ZK CCU2 QJHP 171,432,Basia Dransfield,0604348370978556,COBAAEADXXX ,CXPSNL
PMT154600,IID403617,E2E437956,TX895479,9928.64,CNY,2015-05-23T21:41:30Z,Ntag,4041598004429110,CY88 5127 3593 FOBH 1BCK LQKP WZTX,833,Parnell Wheeliker,6378333209920699,COBACNSXXXX,CXBSNS
PMT947529,IID309147,E2E369751,TX447309,9689.94,IDR,2011-07-23T13:54:20Z,DabZ,4026657223669887,GT53 8UGU SPKM 0TJ0 OH5H 1XN8 CRDX,131,Francis Patillo,5373502371382170,COBAAEADXXX ,CXBSNS
PMT520845,IID603699,E2E304319,TX731456,9799.90,PLN,2010-11-23T18:43:31Z,Meeveo,4175006594564203,FR83 4878 2984 93NN IPRD QYLM X96,553,Kiah Keyzman,4911978754925305900,COBAAEADXXX ,CXMRCH
PMT009591,IID840148,E2E630297,TX013740,8969.80,NGN,2017-01-30T18:19:54Z,Meetz,3560586937910994,BE15 7187 7003 6107,290,Nat Meritt,3543788895530051,COBAHKHXXXX,CXPSNL
PMT404821,IID193048,E2E024874,TX483960,9979.33,CNY,2017-09-27T21:15:15Z,Brainlounge,30008024121680,MC04 7275 9660 57CY NSFW N2YC A52,183,Arlette Besse,5220887002445123,COBAHKHXXXX,CXMRCH
PMT335671,IID902266,E2E259050,TX537384,9689.13,IRR,2014-01-24T20:40:07Z,Bubbletube,3583134968996534,NL12 ZXCQ 1369 4709 42,938,Jocelyne Gratland,5020694481139678,COBACNSXXXX,CXBSNS
PMT791652,IID107737,E2E308086,TX267932,9699.80,RUB,2010-05-19T11:59:52Z,Vipe,6334957264779765,FR23 9568 3513 943M 4LI9 5Z12 W18,271,Arv Roycraft,4936002644198499539,COBACNSXXXX,CXPSNL
PMT987680,IID678360,E2E044314,TX262718,9776.34,JPY,2008-12-23T22:17:28Z,Chatterbridge,564182525277540390,GE23 RN77 8849 2271 2297 55,424,Elle Faulkes,493690095742758172,COBAHKHXXXX,CXPSNL
PMT479684,IID051073,E2E116117,TX971393,7999.38,SEK,2015-03-01T14:59:51Z,Vipe,4905486899101635153,FO96 2932 0118 2259 13,825,Anastasie Marciskewski,67060379055586329,COBAAEADXXX ,CXPSNL
PMT279685,IID540258,E2E263990,TX741348,8798.58,IDR,2016-10-17T08:55:14Z,Aibox,3548968867933500,FR68 6734 5803 96J0 Y0BB HTGA Z01,326,Georgette Gozney,5048378041939375,COBAAEADXXX ,CXBSNS
PMT600352,IID292806,E2E770352,TX237567,9997.38,EUR,2010-10-01T21:54:50Z,Snaptags,3576001532736937,LI80 5720 6NBK QBOH IIWA X,799,Dalt McDugal,560221984224565714,COBAHKHXXXX,CXPSNL
PMT499438,IID453167,E2E080569,TX291562,8989.98,EUR,2012-02-27T05:13:28Z,Linklinks,374288237696652,BA52 7335 1303 5291 4819,063,Pegeen Chislett,201572933939915,COBAAEADXXX ,CXSALA
PMT126103,IID693309,E2E911122,TX521029,9259.11,IDR,2013-12-08T14:26:12Z,Dabjam,372301809502430,PS20 HNDP AVM3 N4A9 LDWE SYUX HGS9 W,113,Louella Ruggieri,4175004049949335,COBAAEADXXX ,CXMRCH
PMT111402,IID320812,E2E661469,TX400739,9998.94,EUR,2017-05-31T03:40:22Z,Aivee,3572688059589170,AD86 6103 0891 ISQL QNTU OTMN,587,Ketti Bullion,67616103937532353,COBACNSXXXX,CXBSNS
PMT968414,IID765246,E2E591221,TX415894,9787.87,ERN,2018-10-15T08:36:15Z,Thoughtbeat,5610337831028821,GE26 CN02 3366 4555 4170 81,983,Roarke Pring,3559474588680856,COBACNSXXXX,CXPSNL
PMT519405,IID545792,E2E366058,TX125990,6999.12,EUR,2012-04-23T19:08:12Z,Pixope,4017956635874,KW49 PPLF GJGH 2BMJ GFGW PWDJ J3ZW GA,328,Alwin Arboine,337941207649558,COBAAEADXXX ,CXBSNS
PMT652855,IID196441,E2E062824,TX615839,7999.20,MMK,2014-01-02T19:17:07Z,Midel,342953123137793,DO72 BQAQ 2428 8233 8092 0850 9327,194,Maryanne Mattiassi,201985297205394,COBAAEADXXX ,CXBSNS
PMT799052,IID886782,E2E020867,TX261713,9984.29,CNY,2018-03-18T03:17:51Z,Geba,5602253467809964,BE89 2552 3062 7309,877,Ingaborg Pendleberry,3573647527129760,COBACNSXXXX,CXSALA
PMT505976,IID521053,E2E500826,TX133085,7799.06,PHP,2011-10-08T09:24:51Z,Skiptube,5610388464047906905,FR32 6096 3318 527C LLCW WIBU S81,265,Chiquita Redon,374288549111887,COBACNSXXXX,CXPSNL
PMT187006,IID680566,E2E207616,TX505106,7589.47,GEL,2014-08-14T19:21:43Z,Tagfeed,3574592643372697,LV92 GXKJ TZVP 7AK5 A3WI F,902,Farris Klosser,3534759177591476,COBACNSXXXX,CXPSNL
PMT324349,IID493064,E2E039803,TX044400,9888.56,SEK,2010-09-10T19:25:51Z,Gevee,5020958530940632780,AD97 5697 7846 94GT HHXX N3XT,715,Elnora Goldthorp,3549463601097837,COBAAEADXXX ,CXPSNL
PMT401374,IID646294,E2E355136,TX652734,9997.18,IDR,2018-10-31T23:17:02Z,Centizu,4913418518916053,BH11 ZZON 3L4P HEAT TDW7 YY,843,Liam Siggs,3547974036662278,COBAAEADXXX ,CXBSNS
PMT090210,IID751088,E2E079050,TX638546,9885.40,CNY,2018-07-05T00:44:03Z,Riffpath,491153109765694737,MD66 T8L9 RI5H AD3W 2CCO YK2T,213,Helge Arnott,4844524334376085,COBACNSXXXX,CXSALA
PMT119265,IID925563,E2E386380,TX789057,9899.14,PYG,2018-09-16T17:17:51Z,Yadel,201470654865429,FR97 2462 6335 31B6 XNSW YN4G 397,431,Aida Fayerman,3561349238324038,COBAAEADXXX ,CXSALA
